Variation points, Variation point, Configurations, Defective configs., Real prob. defect. configs., Simulations, Median defect. configs., Mean defect. configs., Std defect. configs., Prob. defect. configs., Combinations, Variant combination, NofFeatures, Configs. combi., Ratio, Defect. configs. combi., Prob. defect. configs. combi., Simulations, Runs, Median defect. configs., Mean defect. configs., Std defect. configs., Prob. defect. configs.
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['Database', 'SpringWebSockets', 'Libsass', 'InternationalizationSupport', 'Docker']", 5, 558, 0.0213, 261, 0.4677, 6, 30, 3.0, 3.0333, 1.4259, 0.5
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['Database', 'SpringWebSockets', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 5, 558, 0.0213, 269, 0.4821, 6, 30, 3.0, 3.1333, 1.1958, 0.5
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['Database', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 5, 558, 0.0213, 258, 0.4624, 6, 30, 3.0, 2.9667, 1.2452, 0.5
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SpringWebSockets', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 5, 0, 0.0, 0, 0, -, -, -, -, -, -
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'SpringWebSockets', 'Libsass', 'ClusteredSession', 'InternationalizationSupport']", 6, 220, 0.0084, 42, 0.1909, 3, 30, 0.0, 0.4333, 0.6261, 0.0
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'SpringWebSockets', 'Libsass', 'ClusteredSession', 'Docker']", 6, 220, 0.0084, 60, 0.2727, 3, 30, 1.0, 0.9333, 0.6397, 0.3333
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'SpringWebSockets', 'Libsass', 'InternationalizationSupport', 'Docker']", 6, 220, 0.0084, 61, 0.2773, 3, 30, 1.0, 1.0333, 0.9643, 0.3333
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'SpringWebSockets', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 6, 220, 0.0084, 60, 0.2727, 3, 30, 1.0, 0.8333, 0.7915, 0.3333
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 6, 220, 0.0084, 61, 0.2773, 3, 30, 1.0, 0.9333, 0.8277, 0.3333
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'SpringWebSockets', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 6, 0, 0.0, 0, 0, -, -, -, -, -, -
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['Database', 'SpringWebSockets', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 6, 558, 0.0213, 263, 0.4713, 6, 30, 3.0, 2.9667, 1.0981, 0.5
13, JHipster, 26256, 9376, 0.3571, 263, 95.0, 94.8, 7.4759, 0.3612, 128, "['SocialLogin', 'Database', 'SpringWebSockets', 'Libsass', 'ClusteredSession', 'InternationalizationSupport', 'Docker']", 7, 220, 0.0084, 62, 0.2818, 3, 30, 1.0, 0.7667, 0.8584, 0.3333
13, Generator, 26256, 9376, 0.3571, 263, 92.5, 92.4667, 7.1087, 0.3517, 2, "['Server']", 1, 1360, 0.0518, 631, 0.464, 14, 30, 7.0, 6.6, 1.4994, 0.5
13, Generator, 26256, 9376, 0.3571, 263, 92.5, 92.4667, 7.1087, 0.3517, 2, "['Application']", 1, 24896, 0.9482, 8745, 0.3513, 249, 30, 90.0, 90.6, 8.3153, 0.3614
13, Server, 1360, 631, 0.464, 14, 6.5, 6.4, 2.1592, 0.4643, 2, "['MicroserviceApplication']", 1, 912, 0.6706, 532, 0.5833, 10, 30, 6.0, 5.7667, 1.1351, 0.6
13, Server, 1360, 631, 0.464, 14, 6.5, 6.4, 2.1592, 0.4643, 2, "['UaaServer']", 1, 448, 0.3294, 99, 0.221, 5, 30, 1.0, 1.0333, 0.9279, 0.2
13, Application, 24896, 8745, 0.3513, 249, 88.0, 88.4333, 8.1566, 0.3534, 2, "['MicroserviceGateway']", 1, 7168, 0.2879, 4184, 0.5837, 72, 30, 42.0, 42.1667, 3.2809, 0.5833
13, Application, 24896, 8745, 0.3513, 249, 88.0, 88.4333, 8.1566, 0.3534, 2, "['Monolithic']", 1, 17728, 0.7121, 4561, 0.2573, 178, 30, 46.0, 45.6, 5.4241, 0.2584
13, Authentication, 26256, 9376, 0.3571, 263, 91.5, 91.3667, 5.6415, 0.3479, 4, "['HTTPSession']", 1, 7104, 0.2706, 1586, 0.2233, 72, 30, 16.0, 16.3333, 3.3253, 0.2222
13, Authentication, 26256, 9376, 0.3571, 263, 91.5, 91.3667, 5.6415, 0.3479, 4, "['OAuth2']", 1, 3520, 0.1341, 1397, 0.3969, 36, 30, 14.0, 14.1333, 2.08, 0.3889
13, Authentication, 26256, 9376, 0.3571, 263, 91.5, 91.3667, 5.6415, 0.3479, 4, "['Uaa']", 1, 4488, 0.1709, 4114, 0.9167, 45, 30, 41.0, 40.8333, 1.7633, 0.9111
13, Authentication, 26256, 9376, 0.3571, 263, 91.5, 91.3667, 5.6415, 0.3479, 4, "['JWT']", 1, 11144, 0.4244, 2279, 0.2045, 112, 30, 22.5, 22.4667, 4.7251, 0.2009
13, Database, 26240, 9368, 0.357, 263, 93.0, 94.1, 6.2054, 0.3536, 3, "['SQL']", 1, 25488, 0.9713, 8992, 0.3528, 255, 30, 87.0, 88.3, 8.2049, 0.3412
13, Database, 26240, 9368, 0.357, 263, 93.0, 94.1, 6.2054, 0.3536, 3, "['Cassandra']", 1, 280, 0.0107, 176, 0.6286, 3, 30, 2.0, 2.0667, 0.7849, 0.6667
13, Database, 26240, 9368, 0.357, 263, 93.0, 94.1, 6.2054, 0.3536, 3, "['MongoDB']", 1, 472, 0.018, 200, 0.4237, 5, 30, 2.0, 2.0333, 1.1885, 0.4
13, SQL, 25488, 8992, 0.3528, 255, 90.0, 89.0333, 7.3742, 0.3529, 4, "[]", 0, 4248, 0.1667, 1607, 0.3783, 43, 30, 16.0, 15.4667, 3.4314, 0.3721
13, SQL, 25488, 8992, 0.3528, 255, 90.0, 89.0333, 7.3742, 0.3529, 4, "['Hibernate2ndLvlCache']", 1, 8496, 0.3333, 3218, 0.3788, 85, 30, 32.0, 33.1, 4.2129, 0.3765
13, SQL, 25488, 8992, 0.3528, 255, 90.0, 89.0333, 7.3742, 0.3529, 4, "['ElasticSearch']", 1, 4248, 0.1667, 1390, 0.3272, 43, 30, 14.0, 13.9333, 2.7908, 0.3256
13, SQL, 25488, 8992, 0.3528, 255, 90.0, 89.0333, 7.3742, 0.3529, 4, "['Hibernate2ndLvlCache', 'ElasticSearch']", 2, 8496, 0.3333, 2777, 0.3269, 85, 30, 29.0, 28.5667, 4.666, 0.3412
13, Hibernate2ndLvlCache, 16992, 5995, 0.3528, 170, 58.5, 58.4333, 5.8232, 0.3441, 2, "['HazelCast']", 1, 8496, 0.5, 2985, 0.3513, 85, 30, 30.0, 29.9333, 3.6571, 0.3529
13, Hibernate2ndLvlCache, 16992, 5995, 0.3528, 170, 58.5, 58.4333, 5.8232, 0.3441, 2, "['EhCache']", 1, 8496, 0.5, 3010, 0.3543, 85, 30, 30.0, 30.4, 4.0904, 0.3529
13, Development, 25488, 8992, 0.3528, 255, 89.0, 88.4333, 7.9943, 0.349, 4, "['H2']", 1, 16992, 0.6667, 5970, 0.3513, 170, 30, 55.5, 56.6667, 5.8506, 0.3265
13, Development, 25488, 8992, 0.3528, 255, 89.0, 88.4333, 7.9943, 0.349, 4, "['PostgreSQLDev']", 1, 2832, 0.1111, 551, 0.1946, 29, 30, 6.0, 5.6667, 2.3243, 0.2069
13, Development, 25488, 8992, 0.3528, 255, 89.0, 88.4333, 7.9943, 0.349, 4, "['MariaDBDev']", 1, 2832, 0.1111, 1913, 0.6755, 29, 30, 19.0, 18.7, 2.4375, 0.6552
13, Development, 25488, 8992, 0.3528, 255, 89.0, 88.4333, 7.9943, 0.349, 4, "['MySql']", 1, 2832, 0.1111, 558, 0.197, 29, 30, 5.0, 5.9667, 2.1088, 0.1724
13, H2, 16992, 5970, 0.3513, 170, 60.0, 59.6333, 5.1292, 0.3529, 2, "['DiskBased']", 1, 8496, 0.5, 2986, 0.3515, 85, 30, 30.0, 29.9, 4.4439, 0.3529
13, H2, 16992, 5970, 0.3513, 170, 60.0, 59.6333, 5.1292, 0.3529, 2, "['InMemory']", 1, 8496, 0.5, 2984, 0.3512, 85, 30, 30.0, 29.9667, 4.9444, 0.3529
13, Production, 25488, 8992, 0.3528, 255, 88.5, 88.5333, 6.1517, 0.3471, 3, "['MySQL']", 1, 8496, 0.3333, 1660, 0.1954, 85, 30, 16.0, 16.7667, 3.8028, 0.1882
13, Production, 25488, 8992, 0.3528, 255, 88.5, 88.5333, 6.1517, 0.3471, 3, "['MariaDB']", 1, 8496, 0.3333, 5708, 0.6718, 85, 30, 56.0, 56.1333, 4.1914, 0.6588
13, Production, 25488, 8992, 0.3528, 255, 88.5, 88.5333, 6.1517, 0.3471, 3, "['PostgreSQL']", 1, 8496, 0.3333, 1624, 0.1911, 85, 30, 16.5, 16.6333, 3.449, 0.1941
13, BackEnd, 26256, 9376, 0.3571, 263, 94.0, 93.1, 6.6868, 0.3574, 2, "['Gradle']", 1, 13128, 0.5, 6105, 0.465, 132, 30, 61.5, 60.9333, 5.6013, 0.4659
13, BackEnd, 26256, 9376, 0.3571, 263, 94.0, 93.1, 6.6868, 0.3574, 2, "['Maven']", 1, 13128, 0.5, 3271, 0.2492, 132, 30, 32.5, 32.2667, 4.3544, 0.2462
13, TestingFrameworks, 26256, 9376, 0.3571, 263, 94.5, 94.6333, 8.2982, 0.3593, 2, "[]", 0, 1360, 0.0518, 631, 0.464, 14, 30, 7.0, 6.8667, 1.7367, 0.5
13, TestingFrameworks, 26256, 9376, 0.3571, 263, 94.5, 94.6333, 8.2982, 0.3593, 2, "['Protractor']", 1, 24896, 0.9482, 8745, 0.3513, 249, 30, 87.0, 87.3667, 6.995, 0.3494
